cell,markers
fallopian tube neutrophils,"['FCGR3B', 'PTPRC', 'RNF149', 'IL1R2', 'SELL', 'VNN2', 'PTGS2', 'FCGR2A', 'CD55', 'SORL1']"
fallopian tube secretory cells,"['MSLN', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'KIR3DL1', 'UGT1A9', 'PCDHA6']"
fallopian tube smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'TRHR', 'UGT1A9', 'NTSR1', 'SLITRK3', 'PCDHA11']"
heart muscle cardiomyocytes,"['SLC8A1', 'CDH2', 'SLC2A4', 'ANO5', 'FNDC5', 'SLC5A1', 'KCNH2', 'CLCN6', 'SCN2B', 'BVES']"
heart muscle endothelial cells,"['TRHR', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'PCDHA6', 'NTSR1']"
heart muscle fibroblasts,"['CDH19', 'SIGLEC5', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'NTSR1', 'TRBV12-3', 'GP5']"
heart muscle smooth muscle cells,"['CD163', 'MSR1', 'SIGLEC12', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'UGT1A9', 'GP5']"
immune b-cells,"['MS4A1', 'CD79A', 'FCER2', 'CD79B', 'CD22', 'CD19', 'CXCR5', 'LY9', 'FCRL2', 'CNR2']"
immune dendritic cells,"['IL3RA', 'CXCR3', 'SLC15A4', 'EPHB1', 'SEMA7A', 'RET', 'KCNK17', 'FLT3', 'PLXNA4', 'SEL1L3']"
immune granulocytes,"['KIT', 'CD69', 'SIGLEC6', 'TNFRSF9', 'CRLF2', 'NTRK1', 'KIAA1549', 'IL5RA', 'CD274', 'SIGLEC5']"
immune macrophages,"['CD163', 'MRC1', 'MSR1', 'CD14', 'FCGR2A', 'FCGR1A', 'SIGLEC1', 'CLEC5A', 'SIGLEC5', 'PCDHGC5']"
immune monocytes,"['LILRA5', 'FCGR3A', 'PILRA', 'PLAUR', 'LRRC25', 'CD86', 'LILRA1', 'CLEC12A', 'TLR2', 'SIGLEC10']"
immune nk-cells,"['KLRB1', 'CD7', 'KLRF1', 'KLRC1', 'IL2RB', 'S1PR5', 'FCRL6', 'NCR3', 'CD160', 'CD96']"
immune plasma cells,"['IGHA1', 'IGHG1', 'IGHM', 'IGHG2', 'TNFRSF17', 'CD27', 'CD38', 'FCRL5', 'TNFRSF13B', 'IGHG4']"
immune t-cells,"['IL7R', 'CD3D', 'CD3G', 'CD2', 'TRAC', 'TRBC1', 'CD6', 'CD28', 'CD40LG', 'CD5']"
kidney collecting duct cells,"['L1CAM', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'PCDHA6']"
kidney distal tubular cells,"['PTGER3', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'PCDHA6']"
kidney proximal tubular cells,"['LRP2', 'IL17RB', 'NPR3', 'CDH6', 'SLC2A9', 'TMEM132E', 'SUCNR1', 'UGT1A9', 'FREM2', 'VCAM1']"
liver cholangiocytes,"['FGFR2', 'SLC5A1', 'HTR1D', 'FGFR4', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11']"
liver endothelial cells,"['KIR2DL3', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'PCDHA6', 'TPTE', 'KIR2DS4']"
liver erythroid cells,"['KCNH2', 'IGHM', 'TFRC', 'SLC22A16', 'SLC6A9', 'MINPP1', 'CNR2', 'TMIGD2', 'LY9', 'KLRB1']"
liver fibroblasts,"['CLEC1B', 'STAB1', 'CD4', 'IL13RA2', 'NPY1R', 'FCGR2B', 'SIGLEC5', 'CD200R1', 'TLR9', 'PCDHGC5']"
liver hepatocytes,"['AMBP', 'IL1RAP', 'SLC39A14', 'UGT1A9', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11']"
liver kupffer cells,"['CD163', 'FCGR3A', 'ITGB2', 'CYBB', 'MSR1', 'CD68', 'CD53', 'VCAM1', 'SIGLEC10', 'EVI2A']"
liver smooth muscle cells,"['SELP', 'SIGLEC5', 'GP5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'TRHR', 'PCDHA11', 'PCDHA6']"
lung alveolar cells type 1,"['EMP2', 'CEACAM6', 'GPRC5A', 'SLC39A8', 'ALPP', 'ROR1', 'SUSD2', 'PLXNA1', 'SIGLEC5', 'TRBV12-3']"
lung alveolar cells type 2,"['ALPL', 'HHIP', 'CACNA2D2', 'SLC6A14', 'PLA2G3', 'AGTR2', 'CDH15', 'SIGLEC5', 'TRBV12-3', 'TLR9']"
lung ciliated cells,"['ADORA1', 'CACNG6', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'TRHR', 'GP5', 'KIR3DL1', 'UGT1A9']"
lung club cells,"['CLCA2', 'SIGLEC5', 'TRBV12-3', 'PCDHA11', 'TLR9', 'PCDHGC5', 'TRHR', 'KIR3DL1', 'UGT1A9', 'PCDHA6']"
lung endothelial cells,"['IL7R', 'VIPR1', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'KIR3DL1', 'UGT1A9', 'PCDHGC5', 'NTSR1', 'PCDHA11']"
lung fibroblasts,"['FGFR4', 'PCDHGC5', 'SIGLEC5', 'TLR9', 'KIR3DL1', 'UGT1A9', 'PCDHA11', 'NTSR1', 'TRBV12-3', 'KIR2DL3']"
lung smooth muscle cells,"['KCNK17', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'KIR3DL1', 'PCDHGC5', 'TRHR', 'UGT1A9', 'NTSR1', 'GP5']"
ovary endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'UGT1A9', 'PCDHA11', 'NTSR1', 'PCDHA6', 'SLC6A2']"
ovary granulosa cells,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'PCDHA11', 'TLR9', 'TRHR', 'PCDHA6', 'NTSR1', 'KIR3DL1', 'UGT1A9']"
ovary lymphatic endothelial cells,"['FLT4', 'PKHD1L1', 'NRP2', 'TIE1', 'LRRC15', 'MRC1', 'PCDHGB4', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3']"
ovary oocytes,"['ADCY9', 'ZP4', 'MGAT5B', 'CHRNA3', 'CACNA2D2', 'ITGA4', 'SLC29A4', 'CR2', 'GPR39', 'CDH4']"
ovary ovarian stromal cells,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'PCDHA6', 'NTSR1']"
ovary smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'TRHR', 'UGT1A9', 'NTSR1', 'PCDHA11', 'GP5']"
pancreas ductal cells,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'VNN1', 'PCDHA11', 'GP5', 'KIR3DL1', 'UGT1A9']"
pancreas endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'NTSR1', 'PCDHA6', 'TPTE']"
pancreas exocrine glandular cells,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'UGT1A9', 'NTSR1']"
pancreas fibroblasts,"['SIGLEC5', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'NTSR1', 'TRBV12-3', 'GP5', 'PCDHA6']"
pancreas pancreatic endocrine cells,"['KCNK17', 'KIR2DL3', 'IGSF1', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5']"
pbmc platelets,"['TAGLN2', 'CLU', 'CLEC1B', 'ITGB3', 'ITGA2B', 'TBXA2R', 'CD226', 'ICAM2', 'P2RX1', 'SELP']"
placenta cytotrophoblasts,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'PCDHA6', 'UGT1A9']"
placenta endothelial cells,"['APLNR', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'PCDHA6', 'NTSR1']"
placenta extravillous trophoblasts,"['ADAM12', 'ABCA7', 'EFNA1', 'SLCO4A1', 'ITGA5', 'LY6K', 'IL2RB', 'ADAM19', 'PDCD1LG2', 'CD276']"
placenta fibroblasts,"['SIGLEC5', 'TLR9', 'PCDHGC5', 'NTSR1', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'TRBV12-3', 'GP5', 'KIR2DL3']"
placenta hofbauer cells,"['CD14', 'ITGB2', 'FCGR3A', 'FCGR1A', 'CD53', 'PILRA', 'PLAUR', 'CD86', 'CD68', 'FCGR2A']"
placenta smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'TRHR', 'UGT1A9', 'GP5', 'NTSR1', 'PCDHA11']"
placenta syncytiotrophoblasts,"['ST3GAL4', 'SLC2A1', 'LYPD3', 'CCR7', 'SLC38A9', 'SIGLEC6', 'SLC19A1', 'SLC26A2', 'APMAP', 'SEMA7A']"
prostate basal prostatic cells,"['ENPP3', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'NTSR1']"
prostate club cells,"['SLC14A1', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'UGT1A9', 'KIR3DL1', 'PCDHA11', 'NTSR1']"
prostate endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'UGT1A9', 'KIR3DL1', 'PCDHA11', 'NTSR1', 'TPTE', 'PCDHA6']"
prostate fibroblasts,"['ADRA2C', 'PCDHA6', 'SIGLEC5', 'GP5', 'TLR9', 'PCDHGC5', 'UGT1A9', 'KIR3DL1', 'PCDHA11', 'NTSR1']"
prostate prostatic glandular cells,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'PCDHA11', 'TRHR', 'UGT1A9', 'KIR3DL1', 'NTSR1', 'GP5']"
prostate smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'TRHR', 'KIR3DL1', 'UGT1A9', 'NTSR1', 'PCDHA11', 'GP5']"
rectum distal enterocytes,"['SLC26A2', 'HHLA2', 'PARM1', 'CLCN2', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11']"
rectum enteroendocrine cells,"['SLC29A4', 'TMEM63C', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1']"
rectum intestinal goblet cells,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'PCDHA6', 'NTSR1']"
rectum paneth cells,"['SIGLEC5', 'UGT1A9', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'PCDHA6']"
rectum undifferentiated cells,"['SIGLEC5', 'TLR9', 'PCDHGC5', 'TRBV12-3', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'PCDHA6', 'NTSR1']"
salivary gland endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'UGT1A9', 'PCDHA11', 'NTSR1', 'PCDHA6', 'TPTE']"
salivary gland fibroblasts,"['SIGLEC5', 'TLR9', 'KIR3DL1', 'UGT1A9', 'PCDHGC5', 'NTSR1', 'TRBV12-3', 'PCDHA11', 'KIR2DL3', 'GP5']"
salivary gland mucus glandular cells,"['PCDHA11', 'PCDHGC5', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA6', 'KIR3DL1', 'UGT1A9', 'NTSR1']"
salivary gland salivary duct cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'TRHR', 'PCDHA6', 'KIR3DL1', 'UGT1A9', 'GP5', 'NTSR1']"
salivary gland serous glandular cells,"['DNER', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHGC5', 'KIR3DL1', 'UGT1A9', 'PCDHA6', 'NTSR1']"
salivary gland smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'KIR3DL1', 'TRHR', 'UGT1A9', 'PCDHGC5', 'NTSR1', 'GP5', 'KIR2DL3']"
skeletal muscle endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'NTSR1', 'PCDHA6', 'TPTE']"
skeletal muscle fibroblasts,"['RET', 'SIGLEC5', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'NTSR1', 'TRBV12-3', 'GP5']"
skeletal muscle skeletal myocytes,"['CDH15', 'ANO5', 'ACHE', 'FREM2', 'CACNG6', 'PCDHGA8', 'SLC2A4', 'PCDHGA9', 'SIGLEC5', 'TRBV12-3']"
skeletal muscle smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'TRHR', 'UGT1A9', 'GP5', 'PCDHA6', 'NTSR1']"
skin basal keratinocytes,"['AREG', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'NTSR1', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1']"
skin endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'PCDHA6', 'NTSR1', 'TPTE']"
skin fibroblasts,"['LRRC15', 'SIGLEC5', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'TRBV12-3', 'GP5', 'NTSR1']"
skin langerhans cells,"['HLA-DRA', 'CD74', 'HLA-DPB1', 'HLA-DRB1', 'HLA-DPA1', 'HLA-DQA1', 'HLA-DQB1', 'CD1C', 'HLA-DRB5', 'CD83']"
skin melanocytes,"['DCT', 'TYRP1', 'KIT', 'BCAN', 'SLC6A15', 'PLXNC1', 'SLC1A4', 'GPR155', 'SLC45A2', 'SLITRK2']"
skin smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'TRHR', 'UGT1A9', 'GP5', 'PCDHA11', 'NTSR1']"
skin suprabasal keratinocytes,"['KRT1', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'PCDHA6']"
small intestine enteroendocrine cells,"['SLC29A4', 'TMEM63C', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1']"
small intestine intestinal goblet cells,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5', 'KIR3DL1', 'PCDHA6', 'UGT1A9']"
small intestine paneth cells,"['MSLN', 'ADRA2A', 'CNTFR', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'GP5']"
small intestine proximal enterocytes,"['ANPEP', 'DPEP1', 'ACE', 'SLC5A1', 'ENPEP', 'HHLA2', 'MME', 'SUSD2', 'CD68', 'GGT1']"
small intestine undifferentiated cells,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'TRHR', 'PCDHA11', 'UGT1A9', 'GP5', 'KIR3DL1', 'PCDHA6']"
stomach fibroblasts,"['PLVAP', 'TRBV12-3', 'SIGLEC5', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'UGT1A9', 'CCR4', 'TMEFF1']"
stomach gastric mucus-secreting cells,"['MST1R', 'SLC9A1', 'SLC26A5', 'SIGLEC5', 'PCDHGC5', 'TLR9', 'TRHR', 'TRBV12-3', 'PCDHA11', 'GP5']"
testis early spermatids,"['IL13RA2', 'TMC7', 'FCRL5', 'SIRPG', 'SLC38A9', 'CLDN12', 'CD19', 'SLC38A6', 'PCDHGB1', 'SIGLEC5']"
testis endothelial cells,"['PCDHGC5', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'KIR3DL1', 'UGT1A9', 'PCDHA6', 'NTSR1', 'PCDHA11', 'KIR2DS4']"
testis late spermatids,"['CXCL16', 'MFAP3L', 'THBS3', 'ACE', 'TSPAN6', 'GFRA2', 'GOLM1', 'SDK1', 'S1PR2', 'BACE1']"
testis leydig cells,"['ENTPD2', 'HHIP', 'IGDCC4', 'AGTR1', 'SLITRK4', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'PCDHA11']"
testis peritubular cells,"['DPEP1', 'SIGLEC5', 'GP5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'TRHR', 'KIR3DL1', 'UGT1A9', 'PCDHA6']"
testis sertoli cells,"['KCNH2', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'TRHR', 'KIR3DL1', 'UGT1A9', 'PCDHA6', 'NTSR1']"
testis spermatocytes,"['LY6K', 'SLC22A16', 'TPTE', 'SLC6A2', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'PCDHA11', 'TRHR']"
testis spermatogonia,"['CCR4', 'SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'TRHR', 'KIR3DL1', 'UGT1A9', 'PCDHA6', 'NTSR1']"
thymus endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'UGT1A9', 'PCDHA11', 'NTSR1', 'PCDHA6', 'TMEFF1']"
