Tissue	Cell type	Negative Gene Names
small intestine	enteroendocrine cells	['CDON', 'TLR9', 'IL4R', 'MUC4']
rectum	undifferentiated cells	['ALCAM', 'IL4R', 'TLR9']
rectum	intestinal goblet cells	['ALCAM', 'IL4R', 'TLR9']
rectum	enteroendocrine cells	['IL4R', 'TLR9']
rectum	distal enterocytes	['ALCAM', 'IL4R', 'TLR9']
colon	undifferentiated cells	['ALCAM', 'IL4R', 'TLR9']
colon	intestinal goblet cells	['ALCAM', 'IL4R', 'TLR9']
colon	enteroendocrine cells	['IL4R', 'TLR9']
colon	distal enterocytes	['ALCAM', 'IL4R', 'TLR9']
eye	muller glia cells	['CNTNAP2', 'TPBG', 'NTNG1']
eye	horizontal cells	['CNTNAP2', 'TPBG', 'NTNG1']
eye	bipolar cells	['CNTNAP2', 'TPBG', 'NTNG1']
eye	cone photoreceptor cells	['CNTNAP2', 'NTNG1', 'TPBG']
testis	late spermatids	['THBS2', 'FAS', 'STIM1', 'PTCH1', 'EDNRA', 'KITLG', 'CLU', 'CD55', 'NOTCH2', 'PLAUR']
testis	early spermatids	['THBS2', 'FAS', 'STIM1', 'PTCH1', 'EDNRA', 'KITLG', 'CLU', 'CD55', 'NOTCH2', 'PLAUR']
testis	endothelial cells	['THBS2', 'FAS', 'STIM1', 'PTCH1', 'EDNRA', 'KITLG', 'CLU', 'CD55', 'NOTCH2', 'PLAUR']
testis	spermatogonia	['THBS2', 'FAS', 'STIM1', 'PTCH1', 'EDNRA', 'KITLG', 'CLU', 'CD55', 'NOTCH2', 'PLAUR']
testis	leydig cells	['STIM1', 'NOTCH2', 'CD55', 'FAS', 'CLU', 'KITLG']
testis	spermatocytes	['THBS2', 'FAS', 'STIM1', 'PTCH1', 'EDNRA', 'KITLG', 'CLU', 'CD55', 'NOTCH2', 'PLAUR']
testis	peritubular cells	['THBS2', 'FAS', 'STIM1', 'PTCH1', 'EDNRA', 'KITLG', 'CLU', 'CD55', 'NOTCH2', 'PLAUR']
liver	endothelial cells	['LRP5', 'AQP1', 'CLEC1B', 'FGFR4', 'ICAM1', 'CD14', 'EPCAM', 'MME', 'TLR9', 'GGT1', 'CD38', 'LEPR', 'MSR1', 'ITGB4', 'SLC15A3', 'CDH1', 'CD163', 'GGT7', 'HFE', 'JAG1', 'AMBP', 'TLR4', 'TACSTD2', 'ALPL', 'SLC4A2']
liver	kupffer cells	['GGT1', 'LRP5', 'CDH1', 'ALPL', 'SLC4A2', 'GGT7', 'AMBP', 'AQP1', 'TACSTD2', 'JAG1', 'LEPR', 'FGFR4', 'ICAM1', 'ITGB4', 'EPCAM', 'MME']
liver	erythroid cells	['LRP5', 'AQP1', 'CLEC1B', 'FGFR4', 'ICAM1', 'CD14', 'EPCAM', 'MME', 'TLR9', 'GGT1', 'CD38', 'LEPR', 'MSR1', 'ITGB4', 'SLC15A3', 'CDH1', 'CD163', 'GGT7', 'HFE', 'JAG1', 'AMBP', 'TLR4', 'TACSTD2', 'ALPL', 'SLC4A2']
liver	cholangiocytes	['LRP5', 'CDH1', 'CD38', 'CD163', 'AMBP', 'SLC15A3', 'CLEC1B', 'HFE', 'LEPR', 'FGFR4', 'ICAM1', 'CD14', 'TLR4', 'MSR1', 'MME', 'TLR9']
liver	smooth muscle cells	['LRP5', 'AQP1', 'CLEC1B', 'FGFR4', 'ICAM1', 'CD14', 'EPCAM', 'MME', 'TLR9', 'GGT1', 'CD38', 'LEPR', 'MSR1', 'ITGB4', 'SLC15A3', 'CDH1', 'CD163', 'GGT7', 'HFE', 'JAG1', 'AMBP', 'TLR4', 'TACSTD2', 'ALPL', 'SLC4A2']
liver	fibroblasts	['LRP5', 'AQP1', 'CLEC1B', 'FGFR4', 'ICAM1', 'CD14', 'EPCAM', 'MME', 'TLR9', 'GGT1', 'CD38', 'LEPR', 'MSR1', 'ITGB4', 'SLC15A3', 'CDH1', 'CD163', 'GGT7', 'HFE', 'JAG1', 'AMBP', 'TLR4', 'TACSTD2', 'ALPL', 'SLC4A2']
rectum	paneth cells	['ALCAM']
lung	club cells	['THY1', 'CD34', 'PDGFRB', 'GPRC5A', 'CD163', 'PDGFRA', 'FAP', 'EMP2', 'CD36', 'ICAM1', 'P2RX7', 'DDR2', 'VIM', 'COL6A2', 'PTPRC']
lung	endothelial cells	['THY1', 'CD34', 'PDGFRB', 'GPRC5A', 'CD163', 'PDGFRA', 'FAP', 'EMP2', 'CD36', 'ICAM1', 'P2RX7', 'DDR2', 'VIM', 'COL6A2', 'PTPRC']
lung	ciliated cells	['THY1', 'CD34', 'PDGFRB', 'GPRC5A', 'CD163', 'PDGFRA', 'FAP', 'EMP2', 'CD36', 'ICAM1', 'P2RX7', 'DDR2', 'VIM', 'COL6A2', 'PTPRC']
lung	smooth muscle cells	['THY1', 'CD34', 'PDGFRB', 'GPRC5A', 'CD163', 'PDGFRA', 'FAP', 'EMP2', 'CD36', 'ICAM1', 'P2RX7', 'DDR2', 'VIM', 'COL6A2', 'PTPRC']
lung	fibroblasts	['GPRC5A', 'EMP2', 'CD36', 'ICAM1', 'P2RX7']
lung	alveolar cells type 1	['THY1', 'CD34', 'PDGFRB', 'PDGFRA', 'CD163', 'FAP', 'CD36', 'VIM', 'DDR2', 'COL6A2', 'PTPRC']
brain	microglial cells	['CD86', 'THY1', 'CCR7', 'CXADR', 'CD80', 'EVI2A', 'CSPG4', 'ERBB3', 'CA12', 'PON2', 'SLC6A11', 'P2RX7', 'SORL1', 'LRRC8A', 'TMEM63A', 'NTRK2', 'CPVL', 'PCDH15', 'SLC1A3', 'ATP1B2', 'NPC1', 'ITGA7', 'L1CAM', 'HLA-E', 'LRRN1', 'CLU', 'SLC14A1', 'TSPAN15', 'EFNB3', 'S1PR5', 'RYR3', 'BACE1', 'ITGB4', 'PCDH9', 'MCAM', 'ENTPD2', 'LRP1', 'FGFR3', 'S1PR1', 'PLXNB1', 'SORCS2', 'ALCAM', 'ITGA1', 'ABCA1', 'VIM', 'CD40', 'SEMA4D', 'CD109', 'CNTNAP2', 'CD44', 'HEPACAM', 'EPHB1', 'OPCML', 'PDGFRA', 'ITGA6', 'FGFR2', 'GRIA2', 'TYRO3', 'F3', 'UGT8', 'NRP1', 'SLC15A2', 'CDH13', 'RTN4']
brain	oligodendrocytes	['CPVL', 'ATP1B2', 'SLC1A3', 'PCDH15', 'CLU', 'RYR3', 'LRP1', 'ITGA1', 'ITGA6', 'CD80', 'L1CAM', 'SLC14A1', 'ITGB4', 'S1PR1', 'HEPACAM', 'SLC15A2', 'CD86', 'PON2', 'SLC6A11', 'NTRK2', 'ITGA7', 'ENTPD2', 'FGFR3', 'PLXNB1', 'SORCS2', 'ABCA1', 'CD109', 'CCR7', 'CA12', 'SORL1', 'LRRC8A', 'HLA-E', 'VIM', 'CD40', 'CD44', 'PDGFRA', 'F3', 'NRP1']
brain	oligodendrocyte precursor cells	['CD86', 'THY1', 'CCR7', 'CXADR', 'CD80', 'EVI2A', 'CSPG4', 'ERBB3', 'CA12', 'PON2', 'SLC6A11', 'P2RX7', 'SORL1', 'LRRC8A', 'TMEM63A', 'NTRK2', 'CPVL', 'PCDH15', 'SLC1A3', 'ATP1B2', 'NPC1', 'ITGA7', 'L1CAM', 'HLA-E', 'LRRN1', 'CLU', 'SLC14A1', 'TSPAN15', 'EFNB3', 'S1PR5', 'RYR3', 'BACE1', 'ITGB4', 'PCDH9', 'MCAM', 'ENTPD2', 'LRP1', 'FGFR3', 'S1PR1', 'PLXNB1', 'SORCS2', 'ALCAM', 'ITGA1', 'ABCA1', 'VIM', 'CD40', 'SEMA4D', 'CD109', 'CNTNAP2', 'CD44', 'HEPACAM', 'EPHB1', 'OPCML', 'PDGFRA', 'ITGA6', 'FGFR2', 'GRIA2', 'TYRO3', 'F3', 'UGT8', 'NRP1', 'SLC15A2', 'CDH13', 'RTN4']
brain	inhibitory neurons	['CD86', 'THY1', 'CCR7', 'CXADR', 'CD80', 'EVI2A', 'CSPG4', 'ERBB3', 'CA12', 'PON2', 'SLC6A11', 'P2RX7', 'SORL1', 'LRRC8A', 'TMEM63A', 'NTRK2', 'CPVL', 'PCDH15', 'SLC1A3', 'ATP1B2', 'NPC1', 'ITGA7', 'L1CAM', 'HLA-E', 'LRRN1', 'CLU', 'SLC14A1', 'TSPAN15', 'EFNB3', 'S1PR5', 'RYR3', 'BACE1', 'ITGB4', 'PCDH9', 'MCAM', 'ENTPD2', 'LRP1', 'FGFR3', 'S1PR1', 'PLXNB1', 'SORCS2', 'ALCAM', 'ITGA1', 'ABCA1', 'VIM', 'CD40', 'SEMA4D', 'CD109', 'CNTNAP2', 'CD44', 'HEPACAM', 'EPHB1', 'OPCML', 'PDGFRA', 'ITGA6', 'FGFR2', 'GRIA2', 'TYRO3', 'F3', 'UGT8', 'NRP1', 'SLC15A2', 'CDH13', 'RTN4']
brain	excitatory neurons	['CD86', 'THY1', 'CCR7', 'CXADR', 'CD80', 'EVI2A', 'CSPG4', 'ERBB3', 'CA12', 'PON2', 'SLC6A11', 'P2RX7', 'SORL1', 'LRRC8A', 'TMEM63A', 'NTRK2', 'CPVL', 'PCDH15', 'SLC1A3', 'ATP1B2', 'NPC1', 'ITGA7', 'L1CAM', 'HLA-E', 'LRRN1', 'CLU', 'SLC14A1', 'TSPAN15', 'EFNB3', 'S1PR5', 'RYR3', 'BACE1', 'ITGB4', 'PCDH9', 'MCAM', 'ENTPD2', 'LRP1', 'FGFR3', 'S1PR1', 'PLXNB1', 'SORCS2', 'ALCAM', 'ITGA1', 'ABCA1', 'VIM', 'CD40', 'SEMA4D', 'CD109', 'CNTNAP2', 'CD44', 'HEPACAM', 'EPHB1', 'OPCML', 'PDGFRA', 'ITGA6', 'FGFR2', 'GRIA2', 'TYRO3', 'F3', 'UGT8', 'NRP1', 'SLC15A2', 'CDH13', 'RTN4']
adipose tissue	smooth muscle cells	['THY1', 'ITGAL', 'DDR2', 'EGFR', 'CD55', 'CTSK', 'STEAP4', 'THBS2', 'PDGFRB', 'MPZL1', 'LAMA2', 'SCARA5', 'ADRB2', 'TMEM26', 'ENTPD2', 'CDH11', 'IL1R1', 'HHIP', 'PTCH1', 'LRP1', 'NT5E', 'FAP', 'AOC3', 'VIM', 'CD40', 'SLC1A5', 'ADAM12', 'TLR2', 'CD44', 'PDGFRA', 'SLC2A4', 'TLR4', 'FZD4', 'DPEP1', 'PKD2', 'TNFRSF9', 'COL6A2', 'PTPRC']
adipose tissue	schwann cells	['THY1', 'ITGAL', 'DDR2', 'EGFR', 'CD55', 'CTSK', 'STEAP4', 'THBS2', 'PDGFRB', 'MPZL1', 'LAMA2', 'SCARA5', 'ADRB2', 'TMEM26', 'ENTPD2', 'CDH11', 'IL1R1', 'HHIP', 'PTCH1', 'LRP1', 'NT5E', 'FAP', 'AOC3', 'VIM', 'CD40', 'SLC1A5', 'ADAM12', 'TLR2', 'CD44', 'PDGFRA', 'SLC2A4', 'TLR4', 'FZD4', 'DPEP1', 'PKD2', 'TNFRSF9', 'COL6A2', 'PTPRC']
adipose tissue	adipocytes	['CD55', 'THBS2', 'PTCH1', 'LRP1', 'NT5E', 'DPEP1', 'PKD2', 'COL6A2', 'ITGAL', 'LAMA2', 'HHIP', 'THY1', 'CTSK', 'PDGFRB', 'IL1R1', 'CDH11', 'ENTPD2', 'FAP', 'DDR2', 'SCARA5', 'VIM', 'CD40', 'CD44', 'PDGFRA', 'PTPRC']
immune	t-cells	['FCER2', 'CD72', 'BSG', 'KLRB1', 'DPP4', 'ICAM1', 'IL2RG', 'CD33', 'CD55', 'HLA-B', 'KLRF1', 'AXL', 'HLA-A', 'CD38', 'FAS', 'MS4A1', 'SLAMF7', 'PCDH15', 'HLA-DPA1', 'CD163', 'TNFRSF17', 'CD3G', 'KLRC1', 'SIGLEC1', 'CD70', 'SELPLG', 'IGHG1', 'IL18R1', 'NCR3', 'CLEC2D', 'CR2', 'TNFRSF13B', 'SIRPA', 'MRC1', 'LTB', 'ITGAX', 'CD80', 'ADAM19', 'PILRA', 'ITGB3', 'ITGAL', 'GPR132', 'SIGLEC7', 'FCGR3B', 'KIR3DL1', 'FCGR2B', 'CD28', 'CD22', 'TNFRSF14', 'SELL', 'CMKLR1', 'HFE', 'HLA-DPB1', 'PECAM1', 'PDCD1LG2', 'HLA-DRB5', 'ACE', 'CD1B', 'CD79B', 'TLR4', 'HLA-DQA1', 'CD7', 'ITGA2', 'STAB1', 'CD86', 'HLA-DQB1', 'LILRB1', 'CD244', 'IL2RB', 'TLR9', 'CD5', 'SIGLEC6', 'FLT3', 'NAAA', 'IGHM', 'P2RY10', 'CD68', 'CD74', 'CD27', 'CD48', 'BST1', 'HLA-C', 'TNFRSF9', 'CADM1', 'CD4', 'CD19', 'IGHG4', 'CD180', 'CCR7', 'ITGAM', 'ITGAE', 'CD83', 'CD14', 'FCGR3A', 'CLEC12A', 'BTLA', 'MME', 'CD63', 'CD36', 'FCGR1A', 'LY75', 'KLRG1', 'SLAMF6', 'CD79A', 'HLA-DRB1', 'KIT', 'CD40', 'CD1C', 'HLA-DRA', 'CD44', 'TLR3', 'PLAUR', 'LAIR1', 'PDCD1', 'CXCL16', 'SEMA4A', 'CXCR3', 'CD69', 'PTPRC', 'CD2']
bronchus	club cells	['SLC9A7', 'SLC12A2']
bronchus	basal respiratory cells	['SLC9A7', 'SLC12A2']
bronchus	ciliated cells	['SLC9A7', 'SLC12A2']
bronchus	smooth muscle cells	['SLC9A7', 'SLC12A2']
vascular	endothelial cells	['PDGFRB']
vascular	fibroblasts	['CD34', 'TSPAN8', 'CD82', 'TGFBR2', 'ITGB3', 'DPP4', 'AQP1', 'CLEC1B', 'THBD', 'ICAM1', 'SLC7A5', 'CD55', 'SEMA7A', 'VCAM1', 'CLEC14A', 'PDGFRB', 'TEK', 'NPR1', 'CDH5', 'APLNR', 'ENG', 'PODXL', 'PLVAP', 'CD36', 'ECE1', 'HYAL2', 'SLC2A1', 'MCAM', 'PTPRB', 'FLT1', 'RAMP3', 'FLT4', 'CALCRL', 'HSPG2', 'THSD1', 'PROCR', 'PECAM1', 'LIFR', 'TIE1', 'STAB1', 'NRP2', 'ICAM2', 'EMP1']
vascular	schwann cells	['CD34', 'TSPAN8', 'CD82', 'TGFBR2', 'ITGB3', 'DPP4', 'AQP1', 'CLEC1B', 'THBD', 'ICAM1', 'SLC7A5', 'CD55', 'SEMA7A', 'VCAM1', 'CLEC14A', 'PDGFRB', 'TEK', 'NPR1', 'CDH5', 'APLNR', 'ENG', 'PODXL', 'PLVAP', 'CD36', 'ECE1', 'HYAL2', 'SLC2A1', 'MCAM', 'PTPRB', 'FLT1', 'RAMP3', 'FLT4', 'CALCRL', 'HSPG2', 'THSD1', 'PROCR', 'PECAM1', 'LIFR', 'TIE1', 'STAB1', 'NRP2', 'ICAM2', 'EMP1']
liver	hepatocytes	['GGT1', 'CD38', 'ALPL', 'SLC4A2', 'CD163', 'GGT7', 'AQP1', 'CLEC1B', 'HFE', 'TLR4', 'JAG1', 'CD14', 'TACSTD2', 'MSR1', 'ITGB4', 'EPCAM', 'SLC15A3', 'TLR9']
